"","State","Year","variable","value"
"2849","VT",2008,"Fatalities",0
"2850","VT",2009,"Fatalities",0
"2851","VT",2010,"Fatalities",0
"2852","VT",2011,"Fatalities",4
"2853","WA",1950,"Fatalities",0
"2854","WA",1951,"Fatalities",0
"2855","WA",1952,"Fatalities",0
"2856","WA",1953,"Fatalities",0
"2857","WA",1954,"Fatalities",0
"2858","WA",1955,"Fatalities",0
"2859","WA",1956,"Fatalities",0
"2860","WA",1957,"Fatalities",0
"2861","WA",1958,"Fatalities",0
"2862","WA",1959,"Fatalities",0
"2863","WA",1960,"Fatalities",0
"2864","WA",1961,"Fatalities",0
"2865","WA",1962,"Fatalities",0
"2866","WA",1963,"Fatalities",0
"2867","WA",1964,"Fatalities",0
"2868","WA",1965,"Fatalities",0
"2869","WA",1966,"Fatalities",0
"2870","WA",1967,"Fatalities",0
"2871","WA",1968,"Fatalities",0
"2872","WA",1969,"Fatalities",0
"2873","WA",1970,"Fatalities",0
"2874","WA",1971,"Fatalities",0
"2875","WA",1972,"Fatalities",6
"2876","WA",1973,"Fatalities",0
"2877","WA",1974,"Fatalities",0
"2878","WA",1975,"Fatalities",0
"2879","WA",1976,"Fatalities",0
"2880","WA",1977,"Fatalities",0
"2881","WA",1978,"Fatalities",0
"2882","WA",1979,"Fatalities",0
"2883","WA",1980,"Fatalities",0
"2884","WA",1981,"Fatalities",0
"2885","WA",1982,"Fatalities",0
"2886","WA",1983,"Fatalities",0
"2887","WA",1984,"Fatalities",0
"2888","WA",1985,"Fatalities",0
"2889","WA",1986,"Fatalities",0
"2890","WA",1987,"Fatalities",0
"2891","WA",1988,"Fatalities",0
"2892","WA",1989,"Fatalities",0
"2893","WA",1990,"Fatalities",0
"2894","WA",1991,"Fatalities",0
"2895","WA",1992,"Fatalities",0
"2896","WA",1993,"Fatalities",12
"2897","WA",1994,"Fatalities",6
"2898","WA",1995,"Fatalities",3
"2899","WA",1996,"Fatalities",13
"2900","WA",1997,"Fatalities",26
"2901","WA",1998,"Fatalities",4
"2902","WA",1999,"Fatalities",6
"2903","WA",2000,"Fatalities",3
"2904","WA",2001,"Fatalities",11
"2905","WA",2002,"Fatalities",5
"2906","WA",2003,"Fatalities",4
"2907","WA",2004,"Fatalities",1
"2908","WA",2005,"Fatalities",4
"2909","WA",2006,"Fatalities",10
"2910","WA",2007,"Fatalities",14
"2911","WA",2008,"Fatalities",7
"2912","WA",2009,"Fatalities",3
"2913","WA",2010,"Fatalities",3
"2914","WA",2011,"Fatalities",5
"2915","WI",1950,"Fatalities",3
"2916","WI",1951,"Fatalities",7
"2917","WI",1952,"Fatalities",2
"2918","WI",1953,"Fatalities",4
"2919","WI",1954,"Fatalities",0
"2920","WI",1955,"Fatalities",0
"2921","WI",1956,"Fatalities",9
"2922","WI",1957,"Fatalities",1
"2923","WI",1958,"Fatalities",28
"2924","WI",1959,"Fatalities",0
"2925","WI",1960,"Fatalities",0
"2926","WI",1961,"Fatalities",0
"2927","WI",1962,"Fatalities",0
"2928","WI",1963,"Fatalities",0
"2929","WI",1964,"Fatalities",0
"2930","WI",1965,"Fatalities",3
"2931","WI",1966,"Fatalities",0
"2932","WI",1967,"Fatalities",2
"2933","WI",1968,"Fatalities",2
"2934","WI",1969,"Fatalities",0
"2935","WI",1970,"Fatalities",0
"2936","WI",1971,"Fatalities",1
"2937","WI",1972,"Fatalities",0
"2938","WI",1973,"Fatalities",0
"2939","WI",1974,"Fatalities",2
"2940","WI",1975,"Fatalities",0
"2941","WI",1976,"Fatalities",0
"2942","WI",1977,"Fatalities",1
"2943","WI",1978,"Fatalities",0
"2944","WI",1979,"Fatalities",1
"2945","WI",1980,"Fatalities",3
"2946","WI",1981,"Fatalities",3
"2947","WI",1982,"Fatalities",0
"2948","WI",1983,"Fatalities",0
"2949","WI",1984,"Fatalities",12
"2950","WI",1985,"Fatalities",4
"2951","WI",1986,"Fatalities",0
"2952","WI",1987,"Fatalities",1
"2953","WI",1988,"Fatalities",0
"2954","WI",1989,"Fatalities",1
"2955","WI",1990,"Fatalities",0
"2956","WI",1991,"Fatalities",2
"2957","WI",1992,"Fatalities",1
"2958","WI",1993,"Fatalities",3
"2959","WI",1994,"Fatalities",2
"2960","WI",1995,"Fatalities",71
"2961","WI",1996,"Fatalities",13
"2962","WI",1997,"Fatalities",9
"2963","WI",1998,"Fatalities",9
"2964","WI",1999,"Fatalities",17
"2965","WI",2000,"Fatalities",3
"2966","WI",2001,"Fatalities",13
"2967","WI",2002,"Fatalities",16
"2968","WI",2003,"Fatalities",2
"2969","WI",2004,"Fatalities",3
"2970","WI",2005,"Fatalities",2
"2971","WI",2006,"Fatalities",5
"2972","WI",2007,"Fatalities",3
"2973","WI",2008,"Fatalities",2
"2974","WI",2009,"Fatalities",5
"2975","WI",2010,"Fatalities",3
"2976","WI",2011,"Fatalities",5
"2977","WV",1950,"Fatalities",0
"2978","WV",1951,"Fatalities",0
"2979","WV",1952,"Fatalities",0
"2980","WV",1953,"Fatalities",0
"2981","WV",1954,"Fatalities",0
"2982","WV",1955,"Fatalities",0
"2983","WV",1956,"Fatalities",0
"2984","WV",1957,"Fatalities",0
"2985","WV",1958,"Fatalities",0
"2986","WV",1959,"Fatalities",0
"2987","WV",1960,"Fatalities",0
"2988","WV",1961,"Fatalities",0
"2989","WV",1962,"Fatalities",0
"2990","WV",1963,"Fatalities",0
"2991","WV",1964,"Fatalities",0
"2992","WV",1965,"Fatalities",0
"2993","WV",1966,"Fatalities",0
"2994","WV",1967,"Fatalities",0
"2995","WV",1968,"Fatalities",0
"2996","WV",1969,"Fatalities",0
"2997","WV",1970,"Fatalities",0
"2998","WV",1971,"Fatalities",0
"2999","WV",1972,"Fatalities",0
"3000","WV",1973,"Fatalities",0
"3001","WV",1974,"Fatalities",1
"3002","WV",1975,"Fatalities",0
"3003","WV",1976,"Fatalities",0
"3004","WV",1977,"Fatalities",0
"3005","WV",1978,"Fatalities",0
"3006","WV",1979,"Fatalities",0
"3007","WV",1980,"Fatalities",0
"3008","WV",1981,"Fatalities",0
"3009","WV",1982,"Fatalities",1
"3010","WV",1983,"Fatalities",0
"3011","WV",1984,"Fatalities",0
"3012","WV",1985,"Fatalities",0
"3013","WV",1986,"Fatalities",0
"3014","WV",1987,"Fatalities",1
"3015","WV",1988,"Fatalities",0
"3016","WV",1989,"Fatalities",1
"3017","WV",1990,"Fatalities",0
"3018","WV",1991,"Fatalities",2
"3019","WV",1992,"Fatalities",0
"3020","WV",1993,"Fatalities",3
"3021","WV",1994,"Fatalities",11
"3022","WV",1995,"Fatalities",5
"3023","WV",1996,"Fatalities",12
"3024","WV",1997,"Fatalities",8
"3025","WV",1998,"Fatalities",7
"3026","WV",1999,"Fatalities",3
"3027","WV",2000,"Fatalities",4
"3028","WV",2001,"Fatalities",5
"3029","WV",2002,"Fatalities",3
"3030","WV",2003,"Fatalities",6
"3031","WV",2004,"Fatalities",5
"3032","WV",2005,"Fatalities",5
"3033","WV",2006,"Fatalities",0
"3034","WV",2007,"Fatalities",1
"3035","WV",2008,"Fatalities",0
"3036","WV",2009,"Fatalities",2
"3037","WV",2010,"Fatalities",5
"3038","WV",2011,"Fatalities",1
"3039","WY",1950,"Fatalities",0
"3040","WY",1951,"Fatalities",0
"3041","WY",1952,"Fatalities",0
"3042","WY",1953,"Fatalities",0
"3043","WY",1954,"Fatalities",0
"3044","WY",1955,"Fatalities",0
"3045","WY",1956,"Fatalities",0
"3046","WY",1957,"Fatalities",0
"3047","WY",1958,"Fatalities",0
"3048","WY",1959,"Fatalities",1
"3049","WY",1960,"Fatalities",0
"3050","WY",1961,"Fatalities",0
"3051","WY",1962,"Fatalities",0
"3052","WY",1963,"Fatalities",0
"3053","WY",1964,"Fatalities",0
"3054","WY",1965,"Fatalities",0
"3055","WY",1966,"Fatalities",0
"3056","WY",1967,"Fatalities",0
"3057","WY",1968,"Fatalities",0
"3058","WY",1969,"Fatalities",0
"3059","WY",1970,"Fatalities",0
"3060","WY",1971,"Fatalities",0
"3061","WY",1972,"Fatalities",0
"3062","WY",1973,"Fatalities",0
"3063","WY",1974,"Fatalities",0
"3064","WY",1975,"Fatalities",0
"3065","WY",1976,"Fatalities",0
"3066","WY",1977,"Fatalities",0
"3067","WY",1978,"Fatalities",0
"3068","WY",1979,"Fatalities",1
"3069","WY",1980,"Fatalities",0
"3070","WY",1981,"Fatalities",0
"3071","WY",1982,"Fatalities",0
"3072","WY",1983,"Fatalities",0
"3073","WY",1984,"Fatalities",0
"3074","WY",1985,"Fatalities",0
"3075","WY",1986,"Fatalities",0
"3076","WY",1987,"Fatalities",0
"3077","WY",1988,"Fatalities",0
"3078","WY",1989,"Fatalities",0
"3079","WY",1990,"Fatalities",0
"3080","WY",1991,"Fatalities",0
"3081","WY",1992,"Fatalities",0
"3082","WY",1993,"Fatalities",1
"3083","WY",1994,"Fatalities",0
"3084","WY",1995,"Fatalities",1
"3085","WY",1996,"Fatalities",1
"3086","WY",1997,"Fatalities",3
"3087","WY",1998,"Fatalities",2
"3088","WY",1999,"Fatalities",6
"3089","WY",2000,"Fatalities",4
"3090","WY",2001,"Fatalities",2
"3091","WY",2002,"Fatalities",1
"3092","WY",2003,"Fatalities",4
"3093","WY",2004,"Fatalities",0
"3094","WY",2005,"Fatalities",3
"3095","WY",2006,"Fatalities",3
"3096","WY",2007,"Fatalities",1
"3097","WY",2008,"Fatalities",6
"3098","WY",2009,"Fatalities",4
"3099","WY",2010,"Fatalities",5
"3100","WY",2011,"Fatalities",7
"3101","AK",1950,"Injuries",0
"3102","AK",1951,"Injuries",0
"3103","AK",1952,"Injuries",0
"3104","AK",1953,"Injuries",0
"3105","AK",1954,"Injuries",0
"3106","AK",1955,"Injuries",0
"3107","AK",1956,"Injuries",0
"3108","AK",1957,"Injuries",0
"3109","AK",1958,"Injuries",0
"3110","AK",1959,"Injuries",0
"3111","AK",1960,"Injuries",0
"3112","AK",1961,"Injuries",0
"3113","AK",1962,"Injuries",0
"3114","AK",1963,"Injuries",0
"3115","AK",1964,"Injuries",0
"3116","AK",1965,"Injuries",0
"3117","AK",1966,"Injuries",0
"3118","AK",1967,"Injuries",0
"3119","AK",1968,"Injuries",0
"3120","AK",1969,"Injuries",0
"3121","AK",1970,"Injuries",0
"3122","AK",1971,"Injuries",0
"3123","AK",1972,"Injuries",0
"3124","AK",1973,"Injuries",0
"3125","AK",1974,"Injuries",0
"3126","AK",1975,"Injuries",0
"3127","AK",1976,"Injuries",0
"3128","AK",1977,"Injuries",0
"3129","AK",1978,"Injuries",0
"3130","AK",1979,"Injuries",0
"3131","AK",1980,"Injuries",0
"3132","AK",1981,"Injuries",0
"3133","AK",1982,"Injuries",0
"3134","AK",1983,"Injuries",0
"3135","AK",1984,"Injuries",0
"3136","AK",1985,"Injuries",0
"3137","AK",1986,"Injuries",0
"3138","AK",1987,"Injuries",0
"3139","AK",1988,"Injuries",0
"3140","AK",1989,"Injuries",0
"3141","AK",1990,"Injuries",0
"3142","AK",1991,"Injuries",0
"3143","AK",1992,"Injuries",0
"3144","AK",1993,"Injuries",3
"3145","AK",1994,"Injuries",0
"3146","AK",1995,"Injuries",5
"3147","AK",1996,"Injuries",29
"3148","AK",1997,"Injuries",0
"3149","AK",1998,"Injuries",0
"3150","AK",1999,"Injuries",14
"3151","AK",2000,"Injuries",18
"3152","AK",2001,"Injuries",13
"3153","AK",2002,"Injuries",4
"3154","AK",2003,"Injuries",3
"3155","AK",2004,"Injuries",12
"3156","AK",2005,"Injuries",7
"3157","AK",2006,"Injuries",2
"3158","AK",2007,"Injuries",0
"3159","AK",2008,"Injuries",0
"3160","AK",2009,"Injuries",2
"3161","AK",2010,"Injuries",0
"3162","AK",2011,"Injuries",0
"3163","AL",1950,"Injuries",15
"3164","AL",1951,"Injuries",13
"3165","AL",1952,"Injuries",116
"3166","AL",1953,"Injuries",248
"3167","AL",1954,"Injuries",36
"3168","AL",1955,"Injuries",27
"3169","AL",1956,"Injuries",203
"3170","AL",1957,"Injuries",192
"3171","AL",1958,"Injuries",3
"3172","AL",1959,"Injuries",8
"3173","AL",1960,"Injuries",2
"3174","AL",1961,"Injuries",28
"3175","AL",1962,"Injuries",10
"3176","AL",1963,"Injuries",76
"3177","AL",1964,"Injuries",31
"3178","AL",1965,"Injuries",44
"3179","AL",1966,"Injuries",17
"3180","AL",1967,"Injuries",97
"3181","AL",1968,"Injuries",46
"3182","AL",1969,"Injuries",16
"3183","AL",1970,"Injuries",16
"3184","AL",1971,"Injuries",16
"3185","AL",1972,"Injuries",95
"3186","AL",1973,"Injuries",408
"3187","AL",1974,"Injuries",959
"3188","AL",1975,"Injuries",142
"3189","AL",1976,"Injuries",61
"3190","AL",1977,"Injuries",144
"3191","AL",1978,"Injuries",49
"3192","AL",1979,"Injuries",44
"3193","AL",1980,"Injuries",26
"3194","AL",1981,"Injuries",90
"3195","AL",1982,"Injuries",18
"3196","AL",1983,"Injuries",105
"3197","AL",1984,"Injuries",78
"3198","AL",1985,"Injuries",49
"3199","AL",1986,"Injuries",36
"3200","AL",1987,"Injuries",5
"3201","AL",1988,"Injuries",59
"3202","AL",1989,"Injuries",499
"3203","AL",1990,"Injuries",170
"3204","AL",1991,"Injuries",52
"3205","AL",1992,"Injuries",76
"3206","AL",1993,"Injuries",18
"3207","AL",1994,"Injuries",287
"3208","AL",1995,"Injuries",305
"3209","AL",1996,"Injuries",116
"3210","AL",1997,"Injuries",68
"3211","AL",1998,"Injuries",298
"3212","AL",1999,"Injuries",19
"3213","AL",2000,"Injuries",222
"3214","AL",2001,"Injuries",169
"3215","AL",2002,"Injuries",158
"3216","AL",2003,"Injuries",17
"3217","AL",2004,"Injuries",28
"3218","AL",2005,"Injuries",36
"3219","AL",2006,"Injuries",29
"3220","AL",2007,"Injuries",99
"3221","AL",2008,"Injuries",138
"3222","AL",2009,"Injuries",58
"3223","AL",2010,"Injuries",85
"3224","AL",2011,"Injuries",2167
"3225","AR",1950,"Injuries",49
"3226","AR",1951,"Injuries",7
"3227","AR",1952,"Injuries",731
"3228","AR",1953,"Injuries",9
"3229","AR",1954,"Injuries",38
"3230","AR",1955,"Injuries",33
"3231","AR",1956,"Injuries",19
"3232","AR",1957,"Injuries",30
"3233","AR",1958,"Injuries",0
"3234","AR",1959,"Injuries",39
"3235","AR",1960,"Injuries",58
"3236","AR",1961,"Injuries",100
"3237","AR",1962,"Injuries",4
"3238","AR",1963,"Injuries",0
"3239","AR",1964,"Injuries",7
"3240","AR",1965,"Injuries",225
"3241","AR",1966,"Injuries",2
"3242","AR",1967,"Injuries",28
"3243","AR",1968,"Injuries",723
"3244","AR",1969,"Injuries",1
"3245","AR",1970,"Injuries",85
"3246","AR",1971,"Injuries",29
"3247","AR",1972,"Injuries",3
"3248","AR",1973,"Injuries",396
"3249","AR",1974,"Injuries",114
"3250","AR",1975,"Injuries",86
"3251","AR",1976,"Injuries",124
"3252","AR",1977,"Injuries",7
"3253","AR",1978,"Injuries",34
"3254","AR",1979,"Injuries",59
"3255","AR",1980,"Injuries",113
"3256","AR",1981,"Injuries",10
"3257","AR",1982,"Injuries",218
"3258","AR",1983,"Injuries",13
"3259","AR",1984,"Injuries",89
"3260","AR",1985,"Injuries",21
"3261","AR",1986,"Injuries",35
"3262","AR",1987,"Injuries",111
"3263","AR",1988,"Injuries",125
"3264","AR",1989,"Injuries",22
"3265","AR",1990,"Injuries",14
"3266","AR",1991,"Injuries",21
"3267","AR",1992,"Injuries",2
"3268","AR",1993,"Injuries",14
"3269","AR",1994,"Injuries",21
"3270","AR",1995,"Injuries",25
"3271","AR",1996,"Injuries",169
"3272","AR",1997,"Injuries",456
"3273","AR",1998,"Injuries",24
"3274","AR",1999,"Injuries",187
"3275","AR",2000,"Injuries",26
"3276","AR",2001,"Injuries",42
"3277","AR",2002,"Injuries",28
"3278","AR",2003,"Injuries",21
"3279","AR",2004,"Injuries",23
"3280","AR",2005,"Injuries",36
"3281","AR",2006,"Injuries",86
"3282","AR",2007,"Injuries",49
"3283","AR",2008,"Injuries",243
"3284","AR",2009,"Injuries",77
"3285","AR",2010,"Injuries",69
"3286","AR",2011,"Injuries",120
"3287","AZ",1950,"Injuries",0
"3288","AZ",1951,"Injuries",0
"3289","AZ",1952,"Injuries",0
"3290","AZ",1953,"Injuries",0
"3291","AZ",1954,"Injuries",0
"3292","AZ",1955,"Injuries",0
"3293","AZ",1956,"Injuries",0
"3294","AZ",1957,"Injuries",0
"3295","AZ",1958,"Injuries",0
"3296","AZ",1959,"Injuries",1
"3297","AZ",1960,"Injuries",0
"3298","AZ",1961,"Injuries",3
"3299","AZ",1962,"Injuries",0
"3300","AZ",1963,"Injuries",0
"3301","AZ",1964,"Injuries",9
"3302","AZ",1965,"Injuries",0
"3303","AZ",1966,"Injuries",9
"3304","AZ",1967,"Injuries",0
"3305","AZ",1968,"Injuries",8
"3306","AZ",1969,"Injuries",2
"3307","AZ",1970,"Injuries",0
"3308","AZ",1971,"Injuries",43
"3309","AZ",1972,"Injuries",18
"3310","AZ",1973,"Injuries",0
"3311","AZ",1974,"Injuries",40
"3312","AZ",1975,"Injuries",0
"3313","AZ",1976,"Injuries",0
"3314","AZ",1977,"Injuries",0
"3315","AZ",1978,"Injuries",0
"3316","AZ",1979,"Injuries",3
"3317","AZ",1980,"Injuries",0
"3318","AZ",1981,"Injuries",0
"3319","AZ",1982,"Injuries",0
"3320","AZ",1983,"Injuries",0
"3321","AZ",1984,"Injuries",1
"3322","AZ",1985,"Injuries",24
"3323","AZ",1986,"Injuries",2
"3324","AZ",1987,"Injuries",4
"3325","AZ",1988,"Injuries",29
"3326","AZ",1989,"Injuries",3
"3327","AZ",1990,"Injuries",24
"3328","AZ",1991,"Injuries",4
"3329","AZ",1992,"Injuries",1
"3330","AZ",1993,"Injuries",12
"3331","AZ",1994,"Injuries",26
"3332","AZ",1995,"Injuries",67
"3333","AZ",1996,"Injuries",53
"3334","AZ",1997,"Injuries",160
"3335","AZ",1998,"Injuries",11
"3336","AZ",1999,"Injuries",61
"3337","AZ",2000,"Injuries",44
"3338","AZ",2001,"Injuries",27
"3339","AZ",2002,"Injuries",11
"3340","AZ",2003,"Injuries",36
"3341","AZ",2004,"Injuries",18
"3342","AZ",2005,"Injuries",17
"3343","AZ",2006,"Injuries",26
"3344","AZ",2007,"Injuries",6
"3345","AZ",2008,"Injuries",82
"3346","AZ",2009,"Injuries",19
"3347","AZ",2010,"Injuries",38
"3348","AZ",2011,"Injuries",26
"3349","CA",1950,"Injuries",0
"3350","CA",1951,"Injuries",0
"3351","CA",1952,"Injuries",0
"3352","CA",1953,"Injuries",0
"3353","CA",1954,"Injuries",0
"3354","CA",1955,"Injuries",0
"3355","CA",1956,"Injuries",2
"3356","CA",1957,"Injuries",0
"3357","CA",1958,"Injuries",0
"3358","CA",1959,"Injuries",0
"3359","CA",1960,"Injuries",0
"3360","CA",1961,"Injuries",3
"3361","CA",1962,"Injuries",0
"3362","CA",1963,"Injuries",0
"3363","CA",1964,"Injuries",0
"3364","CA",1965,"Injuries",0
"3365","CA",1966,"Injuries",10
"3366","CA",1967,"Injuries",0
"3367","CA",1968,"Injuries",0
"3368","CA",1969,"Injuries",0
"3369","CA",1970,"Injuries",0
"3370","CA",1971,"Injuries",0
"3371","CA",1972,"Injuries",0
"3372","CA",1973,"Injuries",0
"3373","CA",1974,"Injuries",1
"3374","CA",1975,"Injuries",0
"3375","CA",1976,"Injuries",0
"3376","CA",1977,"Injuries",4
"3377","CA",1978,"Injuries",7
"3378","CA",1979,"Injuries",0
"3379","CA",1980,"Injuries",4
"3380","CA",1981,"Injuries",0
"3381","CA",1982,"Injuries",3
"3382","CA",1983,"Injuries",34
"3383","CA",1984,"Injuries",0
"3384","CA",1985,"Injuries",4
"3385","CA",1986,"Injuries",1
"3386","CA",1987,"Injuries",0
"3387","CA",1988,"Injuries",0
"3388","CA",1989,"Injuries",0
"3389","CA",1990,"Injuries",8
"3390","CA",1991,"Injuries",3
"3391","CA",1992,"Injuries",6
"3392","CA",1993,"Injuries",288
"3393","CA",1994,"Injuries",65
"3394","CA",1995,"Injuries",66
"3395","CA",1996,"Injuries",55
"3396","CA",1997,"Injuries",139
"3397","CA",1998,"Injuries",251
"3398","CA",1999,"Injuries",274
"3399","CA",2000,"Injuries",313
"3400","CA",2001,"Injuries",241
"3401","CA",2002,"Injuries",362
"3402","CA",2003,"Injuries",444
"3403","CA",2004,"Injuries",107
"3404","CA",2005,"Injuries",55
"3405","CA",2006,"Injuries",123
"3406","CA",2007,"Injuries",181
"3407","CA",2008,"Injuries",60
"3408","CA",2009,"Injuries",79
"3409","CA",2010,"Injuries",37
"3410","CA",2011,"Injuries",48
"3411","CO",1950,"Injuries",1
"3412","CO",1951,"Injuries",2
"3413","CO",1952,"Injuries",6
"3414","CO",1953,"Injuries",0
"3415","CO",1954,"Injuries",0
"3416","CO",1955,"Injuries",1
"3417","CO",1956,"Injuries",0
"3418","CO",1957,"Injuries",1
"3419","CO",1958,"Injuries",5
"3420","CO",1959,"Injuries",0
"3421","CO",1960,"Injuries",3
"3422","CO",1961,"Injuries",2
"3423","CO",1962,"Injuries",0
"3424","CO",1963,"Injuries",0
"3425","CO",1964,"Injuries",0
"3426","CO",1965,"Injuries",5
"3427","CO",1966,"Injuries",0
"3428","CO",1967,"Injuries",8
"3429","CO",1968,"Injuries",2
"3430","CO",1969,"Injuries",0
"3431","CO",1970,"Injuries",0
"3432","CO",1971,"Injuries",9
"3433","CO",1972,"Injuries",3
"3434","CO",1973,"Injuries",5
"3435","CO",1974,"Injuries",0
"3436","CO",1975,"Injuries",0
"3437","CO",1976,"Injuries",1
"3438","CO",1977,"Injuries",3
"3439","CO",1978,"Injuries",3
"3440","CO",1979,"Injuries",1
"3441","CO",1980,"Injuries",0
"3442","CO",1981,"Injuries",44
"3443","CO",1982,"Injuries",0
"3444","CO",1983,"Injuries",0
"3445","CO",1984,"Injuries",29
"3446","CO",1985,"Injuries",5
"3447","CO",1986,"Injuries",13
"3448","CO",1987,"Injuries",1
"3449","CO",1988,"Injuries",8
"3450","CO",1989,"Injuries",3
"3451","CO",1990,"Injuries",76
"3452","CO",1991,"Injuries",1
"3453","CO",1992,"Injuries",5
"3454","CO",1993,"Injuries",3
"3455","CO",1994,"Injuries",52
"3456","CO",1995,"Injuries",41
"3457","CO",1996,"Injuries",62
"3458","CO",1997,"Injuries",67
"3459","CO",1998,"Injuries",45
"3460","CO",1999,"Injuries",44
"3461","CO",2000,"Injuries",34
"3462","CO",2001,"Injuries",57
"3463","CO",2002,"Injuries",42
"3464","CO",2003,"Injuries",21
"3465","CO",2004,"Injuries",48
"3466","CO",2005,"Injuries",35
"3467","CO",2006,"Injuries",20
"3468","CO",2007,"Injuries",22
"3469","CO",2008,"Injuries",99
"3470","CO",2009,"Injuries",29
"3471","CO",2010,"Injuries",15
"3472","CO",2011,"Injuries",22
"3473","CT",1950,"Injuries",3
"3474","CT",1951,"Injuries",17
"3475","CT",1952,"Injuries",0
"3476","CT",1953,"Injuries",0
"3477","CT",1954,"Injuries",2
"3478","CT",1955,"Injuries",0
"3479","CT",1956,"Injuries",0
"3480","CT",1957,"Injuries",0
"3481","CT",1958,"Injuries",2
"3482","CT",1959,"Injuries",0
"3483","CT",1960,"Injuries",0
"3484","CT",1961,"Injuries",0
"3485","CT",1962,"Injuries",50
"3486","CT",1963,"Injuries",0
"3487","CT",1964,"Injuries",0
"3488","CT",1965,"Injuries",0
"3489","CT",1966,"Injuries",0
